household_id,device_model,firmware_version,plan_type,region,num_nodes,connected_devices,tenure_days,signup_date,churned
HH-00811,eero Pro 6E,6.5.0,eero Plus,Northeast,3,24,710,2022-01-21,1
HH-00812,eero 6,6.4.2,Basic,Midwest,1,15,981,2021-04-25,0
HH-00813,eero Max,6.3.0,eero Secure+,Southwest,2,15,444,2022-10-14,1
HH-00814,eero Max,6.1.0,eero Plus,Southeast,1,16,782,2021-11-10,0
HH-00815,eero 6+,6.1.0,eero Plus,Southwest,3,20,445,2022-10-13,0
HH-00816,eero 6+,6.2.0,eero Secure+,Southwest,2,16,905,2021-07-10,0
HH-00817,eero 6+,6.4.0,eero Plus,West,2,11,839,2021-09-14,0
HH-00818,eero 6,6.5.0,Basic,Northeast,2,21,919,2021-06-26,0
HH-00819,eero 6+,6.4.0,Basic,Northeast,1,19,706,2022-01-25,0
HH-00820,eero Pro 6E,6.4.2,eero Plus,Northeast,4,19,429,2022-10-29,0
HH-00821,eero 6,6.4.0,Basic,West,1,14,882,2021-08-02,0
HH-00822,eero 6+,6.4.2,eero Secure+,Southwest,4,28,170,2023-07-15,0
HH-00823,eero 6+,6.4.2,Basic,Midwest,2,11,407,2022-11-20,0
HH-00824,eero 6+,6.2.0,eero Plus,Northeast,3,23,479,2022-09-09,0
HH-00825,eero Max,6.3.0,eero Plus,Southeast,2,18,917,2021-06-28,0
HH-00826,eero 6+,6.4.2,Basic,Southeast,5,30,879,2021-08-05,1
HH-00827,eero 6+,6.1.0,eero Secure+,Midwest,2,24,121,2023-09-02,0
HH-00828,eero Pro 6E,6.3.0,eero Secure+,Southeast,3,26,514,2022-08-05,0
HH-00829,eero 6+,6.4.0,eero Plus,Northeast,5,26,450,2022-10-08,0
HH-00830,eero 6,6.5.0,Basic,Southwest,4,22,745,2021-12-17,1
HH-00831,eero 6+,6.4.0,Basic,Southeast,2,15,581,2022-05-30,0
HH-00832,eero 6,6.4.2,Basic,Southeast,5,28,933,2021-06-12,0
HH-00833,eero 6,6.4.0,Basic,Northeast,3,28,630,2022-04-11,0
HH-00834,eero 6+,6.4.2,eero Plus,Southwest,1,18,214,2023-06-01,0
HH-00835,eero 6+,6.4.0,eero Secure+,Midwest,2,22,994,2021-04-12,0
HH-00836,eero Max,6.5.0,eero Plus,West,2,20,881,2021-08-03,0
HH-00837,eero 6+,6.4.0,eero Secure+,Midwest,2,18,220,2023-05-26,0
HH-00838,eero 6+,6.4.2,eero Plus,West,3,22,228,2023-05-18,0
HH-00839,eero Pro 6E,6.4.2,eero Plus,West,3,20,373,2022-12-24,0
HH-00840,eero 6,6.4.0,eero Secure+,Midwest,1,15,203,2023-06-12,0
HH-00841,eero Pro 6E,6.2.0,eero Plus,West,4,32,246,2023-04-30,0
HH-00842,eero 6,6.2.0,eero Secure+,Southeast,2,23,203,2023-06-12,0
HH-00843,eero Max,6.1.0,Basic,Southeast,5,28,107,2023-09-16,1
HH-00844,eero 6,6.5.0,Basic,Northeast,5,22,605,2022-05-06,0
HH-00845,eero 6+,6.3.0,eero Secure+,Midwest,5,26,870,2021-08-14,0
HH-00846,eero 6,6.3.0,eero Plus,Southwest,4,24,466,2022-09-22,0
HH-00847,eero Max,6.4.2,eero Secure+,Southwest,1,26,228,2023-05-18,0
HH-00848,eero 6+,6.3.0,eero Secure+,Northeast,2,17,631,2022-04-10,0
HH-00849,eero 6+,6.4.0,Basic,Southeast,1,13,1060,2021-02-05,0
HH-00850,eero 6,6.2.0,eero Plus,Northeast,2,21,1033,2021-03-04,0
HH-00851,eero Pro 6E,6.5.0,Basic,Southwest,3,20,663,2022-03-09,0
HH-00852,eero 6,6.5.0,eero Plus,Northeast,1,15,657,2022-03-15,0
HH-00853,eero Max,6.5.0,eero Plus,West,5,24,554,2022-06-26,0
HH-00854,eero 6,6.4.0,Basic,Southeast,4,27,992,2021-04-14,0
HH-00855,eero 6,6.4.2,eero Plus,Southeast,2,26,1073,2021-01-23,0
HH-00856,eero 6,6.2.0,eero Plus,West,2,12,283,2023-03-24,0
HH-00857,eero 6+,6.1.0,Basic,Southeast,2,17,627,2022-04-14,0
HH-00858,eero 6+,6.1.0,eero Secure+,Northeast,4,22,602,2022-05-09,0
HH-00859,eero 6,6.4.0,eero Plus,Midwest,3,28,922,2021-06-23,0
HH-00860,eero Pro 6E,6.4.0,eero Secure+,Northeast,2,19,244,2023-05-02,0
HH-00861,eero 6+,6.4.0,Basic,West,2,21,913,2021-07-02,0
HH-00862,eero 6+,6.1.0,Basic,Midwest,2,17,631,2022-04-10,1
HH-00863,eero 6+,6.4.0,eero Plus,Southeast,5,26,597,2022-05-14,0
HH-00864,eero 6+,6.4.2,Basic,Midwest,1,17,635,2022-04-06,0
HH-00865,eero 6+,6.4.0,eero Secure+,Northeast,1,21,581,2022-05-30,0
HH-00866,eero 6,6.4.2,Basic,Southwest,4,25,366,2022-12-31,1
HH-00867,eero 6,6.3.0,eero Plus,West,4,18,348,2023-01-18,0
HH-00868,eero Max,6.4.2,eero Plus,West,4,24,495,2022-08-24,0
HH-00869,eero Max,6.4.0,Basic,Southeast,2,14,758,2021-12-04,0
HH-00870,eero 6+,6.3.0,Basic,Southeast,3,23,929,2021-06-16,0
HH-00871,eero 6,6.3.0,eero Plus,Northeast,3,18,380,2022-12-17,0
HH-00872,eero Pro 6E,6.4.2,eero Plus,Midwest,1,16,979,2021-04-27,0
HH-00873,eero 6+,6.4.2,Basic,Midwest,3,13,219,2023-05-27,0
HH-00874,eero 6,6.4.0,eero Secure+,Southeast,1,13,716,2022-01-15,0
HH-00875,eero 6,6.3.0,Basic,West,2,11,102,2023-09-21,0
HH-00876,eero Pro 6E,6.5.0,Basic,Northeast,5,25,445,2022-10-13,0
HH-00877,eero Pro 6E,6.4.2,eero Plus,Northeast,2,25,208,2023-06-07,0
HH-00878,eero 6,6.4.0,Basic,Northeast,5,27,106,2023-09-17,0
HH-00879,eero 6,6.4.0,eero Secure+,Southeast,2,13,277,2023-03-30,0
HH-00880,eero 6,6.3.0,Basic,Northeast,2,17,736,2021-12-26,0
HH-00881,eero Pro 6E,6.4.2,Basic,Midwest,3,15,1017,2021-03-20,0
HH-00882,eero 6,6.3.0,Basic,Southeast,3,17,97,2023-09-26,0
HH-00883,eero 6,6.5.0,eero Plus,Northeast,2,19,879,2021-08-05,0
HH-00884,eero Pro 6E,6.4.0,eero Plus,Southwest,4,23,617,2022-04-24,0
HH-00885,eero 6,6.4.0,eero Plus,Northeast,1,18,872,2021-08-12,0
HH-00886,eero Pro 6E,6.4.0,Basic,Southwest,4,22,810,2021-10-13,0
HH-00887,eero 6,6.5.0,Basic,Southeast,1,16,911,2021-07-04,0
HH-00888,eero 6,6.4.2,eero Secure+,Midwest,4,22,751,2021-12-11,0
HH-00889,eero 6,6.4.0,Basic,West,2,15,353,2023-01-13,0
HH-00890,eero Pro 6E,6.4.2,eero Secure+,Northeast,4,22,1086,2021-01-10,0
HH-00891,eero Max,6.4.0,Basic,Midwest,3,19,684,2022-02-16,0
HH-00892,eero Pro 6E,6.4.0,eero Secure+,West,1,21,174,2023-07-11,0
HH-00893,eero 6+,6.2.0,Basic,Midwest,4,27,803,2021-10-20,0
HH-00894,eero Pro 6E,6.4.0,eero Plus,Southeast,1,19,339,2023-01-27,0
HH-00895,eero 6,6.3.0,Basic,Southeast,1,9,173,2023-07-12,0
HH-00896,eero 6,6.5.0,Basic,Southwest,4,29,971,2021-05-05,0
HH-00897,eero Max,6.3.0,Basic,West,1,15,693,2022-02-07,0
HH-00898,eero 6,6.5.0,Basic,Northeast,1,12,922,2021-06-23,0
HH-00899,eero 6,6.4.0,Basic,Northeast,2,20,546,2022-07-04,0
HH-00900,eero 6,6.4.2,eero Plus,Southeast,4,28,224,2023-05-22,0
HH-00901,eero 6,6.4.0,eero Plus,Southeast,1,10,847,2021-09-06,0
HH-00902,eero 6,6.2.0,eero Plus,Southeast,2,26,758,2021-12-04,0
HH-00903,eero 6+,6.3.0,eero Plus,Southeast,3,23,505,2022-08-14,0
HH-00904,eero 6+,6.2.0,eero Plus,Northeast,4,19,463,2022-09-25,0
HH-00905,eero Max,6.4.2,Basic,Northeast,5,33,446,2022-10-12,0
HH-00906,eero Pro 6E,6.4.0,eero Plus,West,3,19,740,2021-12-22,0
HH-00907,eero 6+,6.4.2,Basic,Northeast,3,21,167,2023-07-18,0
HH-00908,eero 6,6.3.0,eero Secure+,Northeast,2,23,838,2021-09-15,0
HH-00909,eero 6+,6.2.0,Basic,Southeast,1,17,163,2023-07-22,0
HH-00910,eero 6+,6.4.0,Basic,West,3,21,813,2021-10-10,0
HH-00911,eero 6,6.5.0,eero Plus,Southwest,5,21,821,2021-10-02,0
HH-00912,eero Pro 6E,6.4.2,Basic,Southwest,3,18,763,2021-11-29,0
HH-00913,eero 6+,6.4.0,eero Secure+,Northeast,1,17,406,2022-11-21,0
HH-00914,eero 6+,6.4.0,eero Secure+,West,2,18,424,2022-11-03,0
HH-00915,eero 6+,6.2.0,Basic,Southeast,3,22,499,2022-08-20,0
HH-00916,eero 6,6.5.0,Basic,Southeast,3,22,800,2021-10-23,0
HH-00917,eero Max,6.4.2,eero Plus,Midwest,3,19,48,2023-11-14,0
HH-00918,eero Pro 6E,6.3.0,eero Plus,West,3,18,837,2021-09-16,0
HH-00919,eero 6,6.4.0,Basic,Southwest,1,13,276,2023-03-31,1
HH-00920,eero Max,6.2.0,eero Plus,West,5,29,371,2022-12-26,0
HH-00921,eero 6+,6.5.0,eero Plus,West,3,17,374,2022-12-23,0
HH-00922,eero Max,6.2.0,Basic,Southeast,1,17,953,2021-05-23,0
HH-00923,eero Pro 6E,6.4.2,Basic,Southeast,2,17,416,2022-11-11,1
HH-00924,eero 6+,6.3.0,eero Plus,Northeast,4,16,371,2022-12-26,0
HH-00925,eero 6,6.4.2,Basic,West,4,32,137,2023-08-17,0
HH-00926,eero 6,6.4.2,eero Secure+,Northeast,2,19,706,2022-01-25,0
HH-00927,eero 6+,6.4.2,Basic,West,1,13,662,2022-03-10,0
HH-00928,eero Pro 6E,6.4.2,eero Plus,Southeast,1,11,1027,2021-03-10,0
HH-00929,eero 6,6.5.0,eero Secure+,Southeast,2,12,625,2022-04-16,0
HH-00930,eero 6,6.1.0,eero Secure+,Northeast,3,25,614,2022-04-27,0
HH-00931,eero Pro 6E,6.3.0,Basic,Southeast,3,25,506,2022-08-13,0
HH-00932,eero Max,6.3.0,Basic,West,3,21,366,2022-12-31,0
HH-00933,eero 6+,6.5.0,eero Plus,Northeast,3,27,342,2023-01-24,0
HH-00934,eero 6,6.4.0,Basic,Southeast,1,17,638,2022-04-03,0
HH-00935,eero 6,6.4.2,Basic,Northeast,1,14,819,2021-10-04,0
HH-00936,eero 6,6.4.2,eero Secure+,Southeast,2,17,623,2022-04-18,0
HH-00937,eero Max,6.3.0,Basic,Northeast,1,13,329,2023-02-06,0
HH-00938,eero 6,6.3.0,Basic,Southeast,1,13,721,2022-01-10,0
HH-00939,eero 6+,6.3.0,Basic,West,3,26,757,2021-12-05,0
HH-00940,eero 6,6.4.0,eero Plus,Southeast,4,25,265,2023-04-11,0
HH-00941,eero 6+,6.3.0,eero Plus,Southeast,3,22,994,2021-04-12,0
HH-00942,eero Pro 6E,6.1.0,Basic,Midwest,4,25,926,2021-06-19,0
HH-00943,eero Pro 6E,6.5.0,Basic,Northeast,3,22,240,2023-05-06,0
HH-00944,eero 6,6.5.0,Basic,Southeast,3,24,315,2023-02-20,0
HH-00945,eero 6,6.3.0,eero Plus,Midwest,2,21,452,2022-10-06,1
HH-00946,eero 6,6.3.0,Basic,Southeast,5,26,523,2022-07-27,0
HH-00947,eero Max,6.1.0,eero Secure+,Southwest,1,11,1047,2021-02-18,1
HH-00948,eero Max,6.4.2,Basic,Midwest,1,13,866,2021-08-18,0
HH-00949,eero 6+,6.4.2,eero Secure+,Southwest,2,18,796,2021-10-27,0
HH-00950,eero Pro 6E,6.2.0,Basic,West,5,29,374,2022-12-23,1
HH-00951,eero Pro 6E,6.2.0,eero Plus,Northeast,5,30,552,2022-06-28,0
HH-00952,eero 6,6.4.2,Basic,Southeast,3,19,848,2021-09-05,1
HH-00953,eero Max,6.4.2,Basic,Southeast,3,14,348,2023-01-18,0
HH-00954,eero 6+,6.1.0,eero Secure+,Northeast,2,19,1046,2021-02-19,0
HH-00955,eero 6+,6.4.2,eero Secure+,Southwest,5,29,724,2022-01-07,0
HH-00956,eero 6+,6.3.0,Basic,Southwest,3,22,619,2022-04-22,0
HH-00957,eero 6,6.3.0,eero Plus,Midwest,5,32,664,2022-03-08,0
HH-00958,eero 6,6.4.2,eero Plus,Midwest,2,13,237,2023-05-09,0
HH-00959,eero Pro 6E,6.4.2,eero Secure+,Northeast,2,22,215,2023-05-31,0
HH-00960,eero 6,6.4.0,Basic,Midwest,4,20,1006,2021-03-31,0
HH-00961,eero Pro 6E,6.5.0,eero Plus,Southwest,1,15,46,2023-11-16,0
HH-00962,eero 6,6.4.0,eero Plus,Midwest,5,25,283,2023-03-24,0
HH-00963,eero 6+,6.4.2,Basic,Southeast,2,16,1000,2021-04-06,1
HH-00964,eero 6,6.4.0,eero Secure+,Southwest,4,22,640,2022-04-01,0
HH-00965,eero 6+,6.5.0,Basic,Southeast,2,20,475,2022-09-13,0
HH-00966,eero Pro 6E,6.5.0,Basic,Midwest,3,16,1025,2021-03-12,0
HH-00967,eero 6,6.2.0,eero Plus,Midwest,2,20,913,2021-07-02,0
HH-00968,eero 6+,6.5.0,eero Plus,Southeast,3,18,1012,2021-03-25,0
HH-00969,eero 6+,6.4.2,Basic,Southwest,2,17,535,2022-07-15,1
HH-00970,eero Pro 6E,6.4.2,Basic,West,5,22,357,2023-01-09,0
HH-00971,eero Max,6.3.0,eero Secure+,Northeast,3,19,378,2022-12-19,0
HH-00972,eero Pro 6E,6.4.2,Basic,West,2,21,336,2023-01-30,0
HH-00973,eero 6,6.5.0,eero Plus,Midwest,4,25,228,2023-05-18,0
HH-00974,eero 6,6.3.0,eero Plus,Southwest,2,18,636,2022-04-05,0
HH-00975,eero 6,6.5.0,Basic,West,2,18,640,2022-04-01,1
HH-00976,eero 6+,6.1.0,eero Secure+,Midwest,1,12,950,2021-05-26,0
HH-00977,eero 6,6.2.0,eero Plus,West,4,23,264,2023-04-12,0
HH-00978,eero 6+,6.4.0,eero Plus,Northeast,2,29,814,2021-10-09,0
HH-00979,eero 6+,6.4.0,eero Plus,Northeast,2,23,871,2021-08-13,0
HH-00980,eero 6+,6.4.2,eero Plus,Midwest,4,24,1071,2021-01-25,0
HH-00981,eero Pro 6E,6.1.0,eero Plus,West,4,24,988,2021-04-18,0
HH-00982,eero 6,6.5.0,eero Secure+,West,1,14,410,2022-11-17,0
HH-00983,eero 6,6.1.0,Basic,Midwest,3,15,797,2021-10-26,1
HH-00984,eero Pro 6E,6.2.0,Basic,Midwest,4,23,125,2023-08-29,0
HH-00985,eero 6+,6.1.0,Basic,Southeast,1,12,60,2023-11-02,0
HH-00986,eero Pro 6E,6.4.0,Basic,West,4,25,126,2023-08-28,0
HH-00987,eero 6+,6.5.0,Basic,Southeast,2,17,734,2021-12-28,0
HH-00988,eero 6,6.4.2,eero Secure+,Southwest,3,18,1099,2020-12-28,0
HH-00989,eero Pro 6E,6.4.2,eero Plus,Midwest,2,26,265,2023-04-11,0
HH-00990,eero Pro 6E,6.1.0,eero Plus,Midwest,3,26,366,2022-12-31,0
HH-00991,eero Pro 6E,6.4.0,eero Plus,Southeast,1,22,703,2022-01-28,0
HH-00992,eero 6,6.4.0,eero Secure+,West,3,20,314,2023-02-21,0
HH-00993,eero 6+,6.4.0,eero Plus,Midwest,1,17,163,2023-07-22,0
HH-00994,eero 6+,6.1.0,eero Secure+,West,2,18,798,2021-10-25,0
HH-00995,eero 6,6.4.2,Basic,Northeast,1,13,724,2022-01-07,0
HH-00996,eero Max,6.4.0,eero Secure+,Midwest,4,25,568,2022-06-12,0
HH-00997,eero 6,6.4.2,eero Plus,Southwest,2,20,289,2023-03-18,0
HH-00998,eero Max,6.4.0,Basic,Southwest,2,21,532,2022-07-18,0
HH-00999,eero 6+,6.2.0,eero Plus,West,2,20,621,2022-04-20,1
HH-01000,eero 6,6.4.2,eero Plus,Northeast,3,23,925,2021-06-20,0
HH-01001,eero 6+,6.2.0,Basic,Northeast,2,17,1051,2021-02-14,1
HH-01002,eero Max,6.5.0,eero Plus,Midwest,3,22,113,2023-09-10,0
HH-01003,eero Pro 6E,6.4.2,Basic,Northeast,1,14,439,2022-10-19,0
HH-01004,eero Pro 6E,6.2.0,Basic,West,1,15,357,2023-01-09,0
HH-01005,eero Pro 6E,6.5.0,eero Secure+,Southeast,3,20,375,2022-12-22,0
HH-01006,eero Pro 6E,6.4.0,eero Plus,Midwest,5,27,952,2021-05-24,0
HH-01007,eero Pro 6E,6.1.0,eero Secure+,Northeast,1,12,126,2023-08-28,0
HH-01008,eero 6,6.4.2,eero Plus,Midwest,1,17,666,2022-03-06,0
HH-01009,eero 6+,6.3.0,Basic,Southeast,1,15,212,2023-06-03,0
HH-01010,eero 6,6.4.2,eero Plus,Northeast,3,19,843,2021-09-10,0
HH-01011,eero Max,6.4.2,eero Plus,Southeast,2,16,925,2021-06-20,0
HH-01012,eero Max,6.5.0,eero Secure+,Southeast,4,27,690,2022-02-10,0
HH-01013,eero 6,6.4.0,Basic,West,1,24,974,2021-05-02,1
HH-01014,eero Pro 6E,6.4.0,eero Secure+,Northeast,1,12,831,2021-09-22,0
HH-01015,eero Max,6.4.2,eero Secure+,Midwest,2,15,407,2022-11-20,0
HH-01016,eero 6,6.2.0,eero Plus,West,3,27,709,2022-01-22,0
HH-01017,eero 6+,6.4.0,eero Secure+,Southwest,3,21,119,2023-09-04,0
HH-01018,eero Max,6.4.0,Basic,West,1,12,517,2022-08-02,0
HH-01019,eero 6,6.2.0,eero Secure+,West,5,26,849,2021-09-04,0
HH-01020,eero Pro 6E,6.4.0,eero Plus,Midwest,2,16,892,2021-07-23,1
HH-01021,eero 6,6.5.0,Basic,Southwest,3,17,772,2021-11-20,0
HH-01022,eero Max,6.5.0,eero Secure+,Northeast,2,20,475,2022-09-13,0
HH-01023,eero Max,6.2.0,eero Plus,Southeast,1,9,893,2021-07-22,0
HH-01024,eero Max,6.2.0,eero Plus,Southwest,4,25,1070,2021-01-26,0
HH-01025,eero 6+,6.3.0,eero Plus,Midwest,4,23,715,2022-01-16,0
HH-01026,eero Max,6.5.0,Basic,Southwest,2,14,1057,2021-02-08,0
HH-01027,eero Pro 6E,6.2.0,eero Plus,Southwest,3,29,310,2023-02-25,1
HH-01028,eero 6+,6.4.2,eero Secure+,Southeast,2,18,998,2021-04-08,0
HH-01029,eero Pro 6E,6.2.0,Basic,West,3,13,562,2022-06-18,0
HH-01030,eero 6,6.4.2,Basic,Southeast,2,17,634,2022-04-07,1
HH-01031,eero 6+,6.3.0,Basic,Northeast,4,27,507,2022-08-12,1
HH-01032,eero 6,6.4.2,Basic,West,1,10,118,2023-09-05,0
HH-01033,eero 6,6.3.0,eero Plus,Southeast,1,14,639,2022-04-02,0
HH-01034,eero 6,6.4.2,eero Plus,Southwest,2,18,171,2023-07-14,0
HH-01035,eero Pro 6E,6.3.0,eero Secure+,Midwest,1,15,691,2022-02-09,0
HH-01036,eero 6+,6.4.2,eero Plus,Southeast,2,17,589,2022-05-22,0
HH-01037,eero Pro 6E,6.5.0,Basic,Southwest,1,8,80,2023-10-13,0
HH-01038,eero 6,6.2.0,eero Secure+,Midwest,3,20,237,2023-05-09,0
HH-01039,eero 6+,6.5.0,eero Plus,Southeast,1,22,552,2022-06-28,0
HH-01040,eero 6+,6.4.0,eero Plus,Northeast,3,19,738,2021-12-24,0
HH-01041,eero Pro 6E,6.2.0,eero Plus,West,3,20,837,2021-09-16,0
HH-01042,eero 6+,6.4.0,eero Secure+,Northeast,5,24,110,2023-09-13,0
HH-01043,eero Pro 6E,6.2.0,eero Plus,West,5,19,438,2022-10-20,0
HH-01044,eero Max,6.4.2,Basic,Southeast,4,21,1003,2021-04-03,0
HH-01045,eero Pro 6E,6.4.2,eero Plus,Midwest,3,23,920,2021-06-25,0
HH-01046,eero 6,6.2.0,Basic,West,2,24,711,2022-01-20,0
HH-01047,eero 6,6.4.0,Basic,Northeast,3,17,115,2023-09-08,0
HH-01048,eero Max,6.4.2,Basic,Midwest,5,26,133,2023-08-21,1
HH-01049,eero 6,6.5.0,Basic,Southwest,1,12,489,2022-08-30,0
HH-01050,eero Max,6.4.0,Basic,Southwest,2,17,769,2021-11-23,0
HH-01051,eero 6+,6.5.0,Basic,Midwest,1,17,490,2022-08-29,0
HH-01052,eero Max,6.4.0,eero Plus,Midwest,3,18,469,2022-09-19,0
HH-01053,eero Pro 6E,6.4.0,eero Secure+,Southwest,2,20,598,2022-05-13,0
HH-01054,eero Max,6.4.2,eero Secure+,West,3,22,898,2021-07-17,0
HH-01055,eero 6+,6.4.0,Basic,Southwest,3,19,579,2022-06-01,0
HH-01056,eero Pro 6E,6.4.0,eero Plus,Southeast,5,33,258,2023-04-18,0
HH-01057,eero 6+,6.4.0,eero Secure+,West,3,25,200,2023-06-15,0
HH-01058,eero 6+,6.4.2,Basic,Southeast,4,26,64,2023-10-29,0
HH-01059,eero Pro 6E,6.4.2,eero Plus,Northeast,2,14,370,2022-12-27,0
HH-01060,eero Max,6.4.0,eero Plus,Southeast,2,18,599,2022-05-12,0
HH-01061,eero Max,6.3.0,Basic,Northeast,2,20,566,2022-06-14,0
HH-01062,eero Pro 6E,6.4.0,eero Secure+,Northeast,2,14,573,2022-06-07,0
HH-01063,eero 6+,6.4.0,eero Secure+,Southeast,2,19,385,2022-12-12,1
HH-01064,eero 6+,6.3.0,Basic,Northeast,3,25,774,2021-11-18,0
HH-01065,eero Pro 6E,6.4.2,Basic,Southwest,3,16,1049,2021-02-16,0
HH-01066,eero 6,6.4.0,Basic,Northeast,3,21,562,2022-06-18,0
HH-01067,eero 6,6.3.0,Basic,Northeast,2,17,402,2022-11-25,0
HH-01068,eero 6+,6.2.0,eero Plus,Northeast,2,22,1045,2021-02-20,1
HH-01069,eero 6,6.3.0,eero Plus,Northeast,3,19,43,2023-11-19,0
HH-01070,eero 6,6.5.0,Basic,Southeast,1,11,244,2023-05-02,0
HH-01071,eero 6,6.3.0,eero Secure+,Midwest,2,22,565,2022-06-15,0
HH-01072,eero 6,6.2.0,Basic,West,1,18,1073,2021-01-23,0
HH-01073,eero 6,6.4.0,Basic,West,1,13,957,2021-05-19,1
HH-01074,eero Max,6.3.0,Basic,West,1,14,465,2022-09-23,1
HH-01075,eero 6+,6.1.0,eero Plus,Northeast,1,20,1020,2021-03-17,0
HH-01076,eero 6+,6.3.0,Basic,Southeast,1,9,386,2022-12-11,0
HH-01077,eero Pro 6E,6.4.0,Basic,Northeast,3,17,748,2021-12-14,1
HH-01078,eero 6,6.4.0,Basic,Southwest,1,19,901,2021-07-14,1
HH-01079,eero Max,6.3.0,eero Secure+,Northeast,2,13,636,2022-04-05,1
HH-01080,eero Pro 6E,6.4.0,eero Secure+,Midwest,4,20,807,2021-10-16,0
HH-01081,eero 6,6.5.0,Basic,Southeast,3,19,355,2023-01-11,0
HH-01082,eero 6+,6.3.0,Basic,Southeast,2,22,556,2022-06-24,0
HH-01083,eero Max,6.3.0,eero Plus,West,4,25,716,2022-01-15,0
HH-01084,eero Max,6.3.0,eero Plus,Southwest,2,16,248,2023-04-28,0
HH-01085,eero 6+,6.4.0,Basic,West,1,18,551,2022-06-29,0
HH-01086,eero Pro 6E,6.4.2,eero Secure+,Midwest,5,25,434,2022-10-24,0
HH-01087,eero 6,6.3.0,eero Plus,West,4,25,1072,2021-01-24,0
HH-01088,eero Max,6.4.2,eero Plus,Midwest,2,17,609,2022-05-02,0
HH-01089,eero 6,6.1.0,eero Plus,West,3,21,819,2021-10-04,0
HH-01090,eero Max,6.4.0,eero Secure+,Southeast,3,17,323,2023-02-12,0
HH-01091,eero Pro 6E,6.4.2,eero Plus,Midwest,1,16,44,2023-11-18,0
HH-01092,eero Pro 6E,6.3.0,Basic,Southwest,1,17,355,2023-01-11,1
HH-01093,eero 6+,6.4.0,Basic,Southeast,2,19,1000,2021-04-06,1
HH-01094,eero 6,6.3.0,eero Plus,West,4,17,187,2023-06-28,0
HH-01095,eero 6,6.4.2,Basic,West,1,18,929,2021-06-16,0
HH-01096,eero 6,6.1.0,eero Plus,Midwest,3,17,835,2021-09-18,0
HH-01097,eero 6,6.5.0,eero Secure+,Southeast,1,19,176,2023-07-09,1
HH-01098,eero Pro 6E,6.2.0,eero Plus,Midwest,2,14,543,2022-07-07,0
HH-01099,eero 6+,6.5.0,eero Secure+,West,3,20,533,2022-07-17,0
HH-01100,eero 6,6.3.0,Basic,Midwest,3,19,442,2022-10-16,0
HH-01101,eero Max,6.4.2,eero Secure+,Northeast,1,13,621,2022-04-20,0
HH-01102,eero Max,6.3.0,eero Plus,Midwest,2,18,795,2021-10-28,0
HH-01103,eero Max,6.5.0,Basic,Northeast,3,20,266,2023-04-10,0
HH-01104,eero Max,6.2.0,eero Plus,Southwest,1,13,425,2022-11-02,0
HH-01105,eero 6,6.2.0,Basic,Southeast,1,17,161,2023-07-24,0
HH-01106,eero 6+,6.4.0,eero Plus,Midwest,3,24,255,2023-04-21,0
HH-01107,eero Pro 6E,6.2.0,eero Plus,Southwest,2,14,147,2023-08-07,0
HH-01108,eero Pro 6E,6.2.0,Basic,Northeast,1,16,667,2022-03-05,0
HH-01109,eero 6,6.5.0,eero Plus,Northeast,2,21,368,2022-12-29,0
HH-01110,eero Pro 6E,6.5.0,eero Plus,Southeast,4,18,448,2022-10-10,0
HH-01111,eero 6,6.3.0,Basic,Southeast,1,9,491,2022-08-28,1
HH-01112,eero 6,6.5.0,Basic,Southeast,3,21,705,2022-01-26,0
HH-01113,eero 6+,6.4.0,Basic,West,1,17,747,2021-12-15,0
HH-01114,eero 6+,6.3.0,eero Plus,West,1,13,143,2023-08-11,0
HH-01115,eero 6+,6.4.2,eero Secure+,West,1,11,592,2022-05-19,0
HH-01116,eero 6,6.4.2,eero Secure+,West,2,20,335,2023-01-31,0
HH-01117,eero Max,6.5.0,eero Plus,Southeast,4,25,652,2022-03-20,0
HH-01118,eero 6,6.3.0,eero Plus,Southeast,2,20,84,2023-10-09,0
HH-01119,eero 6,6.4.2,Basic,Southeast,3,24,553,2022-06-27,0
HH-01120,eero Max,6.1.0,eero Plus,West,2,19,463,2022-09-25,1
HH-01121,eero Max,6.2.0,Basic,Southwest,1,11,219,2023-05-27,0
HH-01122,eero Max,6.1.0,Basic,Southeast,2,21,418,2022-11-09,0
HH-01123,eero Pro 6E,6.5.0,eero Plus,Southeast,3,20,696,2022-02-04,0
HH-01124,eero Pro 6E,6.4.2,Basic,Midwest,4,22,375,2022-12-22,0
HH-01125,eero 6+,6.4.2,eero Plus,Midwest,4,19,294,2023-03-13,0
HH-01126,eero 6,6.4.0,eero Secure+,West,2,22,901,2021-07-14,0
HH-01127,eero 6+,6.3.0,Basic,Southeast,3,17,170,2023-07-15,0
HH-01128,eero 6+,6.2.0,Basic,West,1,12,778,2021-11-14,1
HH-01129,eero 6,6.3.0,eero Secure+,Southeast,3,18,585,2022-05-26,0
HH-01130,eero Pro 6E,6.3.0,eero Plus,Southwest,5,20,268,2023-04-08,1
HH-01131,eero 6+,6.4.2,Basic,West,1,9,865,2021-08-19,0
HH-01132,eero 6,6.4.0,Basic,West,2,20,999,2021-04-07,0
HH-01133,eero 6,6.1.0,eero Plus,Northeast,3,14,594,2022-05-17,0
HH-01134,eero Pro 6E,6.1.0,eero Plus,Northeast,3,19,650,2022-03-22,0
